Gene,logFC,logCPM,p value,FDR
PEX11A,0.870672783,0.873294041,0.000117117,0.000203555
GON7,0.373131929,3.772409297,0.000117541,0.000204265
A2M-AS1,1.324189446,-0.179163315,0.000117604,0.000204347
FAM219A,0.274133949,5.624018682,0.000118872,0.000206523
KHDC4,-0.286221804,5.389099158,0.000118997,0.000206714
IGFLR1,0.657314962,1.691039049,0.000119066,0.000206807
UBA52,-0.203849543,10.39096971,0.000119224,0.000207054
VPS16,-0.318167831,4.610567321,0.000119256,0.000207082
CHKB-AS1,0.751094543,1.249727285,0.000119334,0.000207191
VMAC,0.637426864,1.977846007,0.000120313,0.000208862
TTC5,0.322586201,4.240112674,0.000120981,0.000209994
PAPSS1,0.256190838,5.657699575,0.000121121,0.000210209
RNF4,-0.213223683,6.959800232,0.000122338,0.000212295
SVEP1,-0.514052353,2.850423746,0.000122404,0.000212381
LINC00484,1.057410227,0.305900166,0.000123296,0.0002139
ANO8,-0.321468633,5.274654698,0.000124259,0.000215543
FAM104A,0.271008036,5.47506603,0.000124365,0.000215698
TNFRSF25,0.742491785,1.589256249,0.000124419,0.000215764
RETSAT,-0.283448051,5.157195313,0.000124688,0.000216202
ZNF84,0.322534954,4.146897833,0.000124755,0.000216289
CD9,0.235465492,6.217332741,0.000125024,0.000216728
ARHGEF10,0.460701374,3.158186475,0.000125103,0.000216836
C1orf109,0.276153246,5.579319432,0.000126,0.000218363
NPTN,0.221982652,6.928015025,0.000126028,0.000218383
DNAJC28,-0.877810564,0.865414379,0.000126116,0.000218507
NR3C1,-0.400316783,3.536124346,0.000127003,0.000220015
MBD6,-0.480066772,2.760624698,0.000127943,0.000221613
ARMCX5-GPRASP2,0.532764532,2.33062711,0.00012812,0.000221891
TMBIM4,-0.27891189,5.067656478,0.000128258,0.000222102
LOC101927746,0.643706127,1.648379099,0.000128483,0.000222462
EXO5,0.425419168,2.996574378,0.000128706,0.000222819
C4orf46,0.314437975,4.512646948,0.000128868,0.00022307
MVK,-0.30059959,4.87103337,0.000129375,0.000223919
XRRA1,-0.345719247,3.848813717,0.000129868,0.000224743
C1orf56,-0.617872919,1.728379469,0.000129906,0.000224778
SPATA7,0.487240845,2.957996151,0.000130793,0.000226283
PRKG1,1.037340133,0.41860539,0.000131417,0.000227333
CCNH,0.287789083,5.188971398,0.000132148,0.000228567
ZNF696,0.426456355,3.735910224,0.000132351,0.000228889
ABLIM1,1.101410959,0.193017769,0.000132814,0.00022966
TTC1,-0.246052451,6.096489153,0.000133457,0.000230741
HLA-A,0.704214755,1.891367425,0.00013434,0.000232239
WDPCP,0.426603765,3.128006835,0.000135376,0.000233999
TTF2,0.234198898,6.007067911,0.000136234,0.00023545
SYNRG,-0.367290324,4.380539324,0.000136547,0.000235961
SLC9A9,0.799552016,1.491339251,0.000136926,0.000236584
RBM28,-0.29359452,5.277148623,0.000137251,0.000237115
NOM1,-0.302164695,5.257086125,0.000137636,0.000237749
GATD1,0.259870525,5.823216235,0.000137795,0.000237994
SLC25A43,0.336468189,4.151441176,0.000138051,0.000238405
PXT1,1.026311825,0.382394551,0.000138084,0.00023843
FLJ42969,0.936972871,0.652601939,0.000138425,0.000238987
TUBE1,0.339095418,4.063839196,0.000139866,0.000241445
COX7A2,0.246294127,6.073259085,0.00014019,0.000241972
NOMO1,-0.266491536,5.133773569,0.000140499,0.000242473
SLX4,-0.318225334,4.674756106,0.00014315,0.000247016
DECR1,-0.323127986,4.170320872,0.00014367,0.000247881
TP53I13,0.291316077,5.37989664,0.000143884,0.000248218
CCDC58,0.410354405,4.027804512,0.000144066,0.000248493
ZBTB39,0.314157848,4.657591977,0.000144081,0.000248493
STAB2,0.857249232,0.970855126,0.00014419,0.000248649
BBS10,0.465414112,2.841588873,0.000144364,0.000248917
PSMB5,-0.210645407,7.628431329,0.00014458,0.000249256
RAB11FIP4,0.207302745,7.603758513,0.000145917,0.000251528
STK16,0.294359043,4.485963697,0.000146248,0.000252067
NID2,0.930707092,0.597320968,0.000146338,0.000252189
ABHD14B,0.368529959,3.728293476,0.000146686,0.000252753
HAT1,0.258953991,5.648968954,0.000146703,0.000252753
MARS,-0.205193278,7.743803149,0.000147475,0.000254049
ZNF26,0.374545688,3.449886119,0.000148205,0.000255273
TNK1,0.47119677,2.980802712,0.000148412,0.000255596
MGST3,0.217885558,8.134165719,0.000148536,0.000255777
EMC4,-0.296051581,5.152921053,0.000148835,0.000256258
LINS1,-0.329935804,3.979159839,0.000149919,0.000258092
FBXO7,0.24283193,5.965789098,0.000150084,0.000258341
FHIT,0.39405071,3.784431103,0.00015099,0.000259868
UBE2R2,0.250283724,5.54909904,0.000152178,0.000261878
LNX2,-0.289098375,4.744698671,0.000152384,0.000262199
S100A6,-1.043758601,0.309968711,0.000152597,0.000262531
WBP1L,-0.216774506,6.79138454,0.000152904,0.000263024
COG6,-0.237328791,5.75784638,0.000153199,0.000263498
EMILIN1,0.702279826,1.697954575,0.000155833,0.000267993
PCDH11Y,0.50567343,2.463752251,0.000156675,0.000269407
ABCF2,-0.224701141,6.265932929,0.000157407,0.000270629
ZNRF2P1,0.682800781,1.475586683,0.000157695,0.00027109
STOX2,1.122290996,0.172281247,0.000158385,0.00027224
ZDHHC12,-0.211767823,6.784739767,0.000159178,0.000273567
MRPL19,0.23834308,6.177173172,0.000159486,0.000274062
FAM19A4,1.026062303,0.382705168,0.000160715,0.000276137
ELP2,-0.246967974,6.149158867,0.000161857,0.000278063
CDKN2C,-0.526447238,2.343113323,0.000162728,0.000279523
SMARCA4,-0.246146822,7.407336054,0.000162843,0.000279685
BCKDK,-0.296046879,4.632652882,0.000163127,0.000280136
TRAPPC1,-0.379696862,4.028023554,0.00016321,0.000280242
TPST1,-0.499933765,2.672276245,0.000163258,0.000280288
LOC101927043,1.128399434,0.139951341,0.000165816,0.000284643
WNK4,0.779010837,1.160707075,0.00016587,0.000284699
CDC16,0.299476544,4.447964975,0.000166297,0.000285395
CASP8AP2,-0.245361467,5.964038867,0.000166402,0.000285529
KPNA2,-0.201568634,8.308179456,0.000166418,0.000285529
SSRP1,-0.21358943,7.117599555,0.000166631,0.000285857
ST8SIA6,0.597616035,2.122141007,0.000166825,0.000286152
ZNF282,-0.246387893,5.613978107,0.000167701,0.000287617
MICU2,-0.277944589,5.752309016,0.000169102,0.000289983
VSTM5,0.948764643,0.532247088,0.000169324,0.000290326
MAP3K6,0.49256155,2.658182072,0.000169516,0.000290618
ATP5PB,0.206935626,7.520283898,0.000169554,0.000290645
CROCCP2,0.437086901,3.107963265,0.000170214,0.000291739
SAPCD2,0.273061906,7.197679715,0.000170246,0.000291755
CCNE2,-0.309294111,4.557970664,0.000170871,0.000292788
CTU1,-0.299263216,4.612223512,0.000171065,0.000293083
MECP2,0.265328255,5.08341504,0.000172436,0.000295394
SREK1,-0.223629497,7.127129679,0.000174538,0.000298955
APOBEC3D,1.202897342,-0.112586382,0.000175232,0.000300106
SPAG17,0.902035104,0.771556567,0.000176744,0.000302656
GALNT17,-0.601891045,1.842452633,0.000177817,0.000304454
AP4S1,0.428481977,3.078359486,0.000178576,0.000305715
ZBTB26,0.640758024,1.667569463,0.000179065,0.000306511
TMEM106A,0.780696665,1.249076636,0.000179784,0.000307703
EHHADH,1.035122258,0.32558386,0.00017986,0.000307793
TTC17,-0.222603735,6.24102036,0.000179891,0.000307807
GPKOW,-0.277176728,5.497642199,0.000180264,0.000308405
DNAJC19,0.326554151,4.034266017,0.000180365,0.000308537
KCTD11,0.409374353,3.201482719,0.000181035,0.000309644
STPG1,0.561033139,2.067449576,0.00018133,0.000310108
PLXNC1,0.655244464,1.651162909,0.00018156,0.000310462
DHFR,0.338065847,4.668452752,0.00018222,0.000311549
PSMB3,0.210128192,7.621924615,0.000182341,0.000311715
ADAMTSL4-AS1,0.419343873,3.251637323,0.000182762,0.000312396
ZNF425,-0.774459444,0.986853479,0.000183444,0.000313521
EFNB1,0.398069526,3.401977644,0.000187208,0.000319893
NDRG4,0.499660786,2.414783038,0.000187221,0.000319893
EIF2B3,0.262037799,5.157903598,0.000187411,0.000320177
MELTF,0.545819565,2.646542442,0.000188539,0.000322062
CTXND2,0.802585609,1.006792422,0.000188899,0.000322636
LOC100129935,-1.16631105,0.119469693,0.000188962,0.000322702
INO80C,-0.545627188,2.446694184,0.000189063,0.000322832
KRT15,1.342362782,-0.278881174,0.0001892,0.000323024
C10orf91,1.009051211,0.400677365,0.000190285,0.000324834
FKTN,0.265451686,5.778621782,0.000191016,0.00032604
REPS1,-0.213263994,6.461523234,0.000191358,0.000326583
NPAT,-0.2700944,5.77021461,0.000191549,0.000326866
AFG1L,0.412809311,3.387569902,0.000191727,0.000327129
SPP1,-0.780126449,1.093284707,0.000192756,0.000328842
CHIC2,-0.33721346,3.807997599,0.000192928,0.000329092
ARHGEF4,-0.534434701,2.234681086,0.000193205,0.000329522
PET117,0.450159654,2.95886346,0.000193854,0.000330587
KDM2B,0.241762974,6.088211956,0.000194228,0.000331182
MORN3,0.267291404,5.074007076,0.000196001,0.000334162
MEI1,1.336893178,-0.401704636,0.000196386,0.000334775
GMNN,-0.274622801,5.669096639,0.000196483,0.000334898
DNMT3B,-0.19022709,9.388931256,0.000197166,0.000336018
ASB8,-0.345007101,3.663233464,0.000198061,0.0003375
INCA1,0.732838533,1.208560982,0.000198506,0.000338215
CHD9,0.249563089,5.900214928,0.000198847,0.000338752
DLX6-AS1,0.428212603,3.489361913,0.000199438,0.000339715
USP14,0.249266144,5.646646314,0.000199877,0.000340418
LOC171391,0.533628388,2.398820783,0.000200129,0.000340804
POLR2L,-0.219897725,6.488246721,0.000200806,0.000341913
RAB3D,-1.024234862,0.299725795,0.000200919,0.000342061
DPH5,0.321143128,4.390824362,0.000201079,0.000342289
C3orf38,-0.294116891,4.885736724,0.000201358,0.000342721
PRDX4,-0.260922212,6.501480339,0.000202013,0.000343791
TMEM185A,-0.482304726,2.439156974,0.000202175,0.000344022
TOR1A,-0.240416382,5.868081295,0.000202244,0.000344095
ZC3H8,0.317645094,4.432795171,0.000202472,0.000344439
LRRCC1,0.381760979,3.81923897,0.000202816,0.000344981
MCM3AP-AS1,-0.983647468,0.431801471,0.000203516,0.000346127
SLC2A4RG,-0.236352066,5.848841269,0.000204115,0.0003471
NR2C2AP,0.270593854,5.177072305,0.00020423,0.000347237
RNF181,0.239597509,6.246763105,0.000204248,0.000347237
RPS4X,-0.19100263,9.685205503,0.000205327,0.000349026
EED,0.242086635,5.462195729,0.000205388,0.000349086
TSKS,-0.328062802,3.970976133,0.000206037,0.000350144
IRX5,0.914294197,0.660188535,0.000206376,0.000350675
PLEKHG2,0.559999935,2.302814457,0.000206516,0.000350868
ACTB,0.257779971,11.58637228,0.000207116,0.000351842
SUCLG1,0.243485671,6.573562015,0.000208132,0.000353522
MIGA1,-0.258944804,5.65289817,0.000208916,0.000354808
PSMA5,0.216435314,6.822128091,0.000209641,0.000355994
SIRT4,-0.860615354,0.803710176,0.000210642,0.000357648
RHBDF2,0.311304488,4.260837804,0.000211189,0.000358531
FGF12,1.009282959,0.490150643,0.000211219,0.000358536
PABPC1L,0.512376843,2.760594901,0.000211573,0.00035909
SIGIRR,0.269990733,5.051358795,0.000212042,0.00035984
C11orf74,0.455644946,2.669480345,0.000212578,0.000360704
C3orf58,0.272544461,4.928475671,0.000212669,0.000360812
ADGRG2,-0.383230879,3.287129406,0.000212867,0.000361101
MYO9A,-0.227874926,5.930958325,0.000213324,0.00036183
CDK10,0.337717392,4.869937847,0.000213443,0.000361986
ATPAF1,-0.239304544,5.529717616,0.000213859,0.000362645
GRAMD1C,0.327940415,4.620444524,0.000214318,0.000363377
SLC25A39,-0.199756427,7.199804096,0.000214808,0.00036416
RNF122,0.858803124,0.763923519,0.000215142,0.00036468
WDR88,0.76822976,1.071461517,0.000215728,0.000365627
SEC31B,0.752450774,1.249927871,0.000216154,0.000366302
DOCK7,0.234634283,6.033865521,0.000217191,0.000368012
LOC100287015,-0.586988629,1.904367239,0.000217925,0.000369208
ANKRD40,0.223939462,6.211982525,0.00021796,0.00036922
KIAA1024,-0.605067871,1.93867563,0.000218022,0.000369279
RNF212B,0.964794683,0.490505614,0.000221385,0.000374927
EML3,0.33500122,4.053528365,0.000221733,0.000375467
KHDC1L,0.290034799,4.922328893,0.00022251,0.000376736
CDHR5,0.629677153,1.872013831,0.000222559,0.000376769
KLRA1P,1.085271805,0.255833548,0.000222953,0.000377349
HLA-DPB1,0.462628676,2.71014888,0.000222958,0.000377349
MLH3,-0.250284495,5.627023177,0.000223023,0.00037741
VTI1B,-0.256438355,6.024061914,0.000224685,0.000380174
SLC52A2,-0.255594567,6.480775406,0.000224797,0.000380315
USP1,-0.214393335,7.088990678,0.000226167,0.000382583
SFXN5,-0.563811279,2.253587904,0.000226615,0.000383271
ACOT8,0.341193003,3.783477053,0.000226631,0.000383271
FBLN1,0.210750004,8.193731706,0.000227209,0.000384199
TLDC1,0.301158585,4.425243149,0.000229057,0.000387274
MIR4523,-0.811686788,1.824682499,0.000229262,0.000387572
TMEM251,-0.391756261,3.220167613,0.000230169,0.000389055
ANKRD12,-0.272926319,5.471836141,0.000232205,0.000392446
PDZD7,0.809532394,1.23028784,0.000232715,0.000393259
LINC00470,0.38939385,4.097536264,0.000233184,0.000394
ZNF791,-0.310746751,4.487291229,0.000233704,0.00039483
NRTN,0.884009241,0.691130387,0.000234158,0.000395545
TLL2,-1.137815192,-0.008116391,0.000234723,0.00039645
KDELR3,0.3515174,3.595319187,0.000235122,0.000397073
ERCC2,0.317154433,4.480940497,0.000235303,0.000397328
SIN3A,-0.258080677,5.910540891,0.000236852,0.000399893
MRPL3,0.218622967,6.984175628,0.000237926,0.000401654
SDHD,0.288495051,4.938918975,0.000238252,0.000402152
CATSPERB,-0.837051842,0.809185407,0.000238537,0.000402582
LY6G5B,0.883137693,0.713647706,0.000241797,0.000408032
RNF219,0.345590497,3.601426153,0.000242185,0.000408634
ZNF815P,0.82241162,0.867901228,0.000243428,0.00041068
PHYKPL,0.280442233,5.113179162,0.000244089,0.000411742
APOLD1,-0.597001783,2.158591137,0.000244194,0.000411868
KLHL24,0.246048818,5.634379055,0.000244574,0.000412456
MAPRE1,-0.191218877,7.963085831,0.00024673,0.000416039
CDK20,0.483483116,2.554470362,0.000247846,0.000417866
EML6,0.402128894,3.362122764,0.000250751,0.00042271
SRP14-AS1,0.576656397,1.956611137,0.000251976,0.000424722
ATP9B,-0.302717726,4.402329352,0.000254451,0.00042884
ARIH1,-0.209039376,6.673532133,0.000254649,0.000429118
MRM3,-0.291662619,4.732519987,0.000254728,0.000429196
UBXN4,-0.258036012,6.144543346,0.000258023,0.000434694
PRKCQ,0.820007672,1.165639194,0.000258225,0.000434978
ALG10,0.439132455,3.099954274,0.000258961,0.000436161
HERPUD2,-0.28206323,4.988394623,0.000259703,0.000437332
LOC107985544,0.763692752,1.198579298,0.000259735,0.000437332
GPR75-ASB3,-0.635618605,1.593416113,0.000259755,0.000437332
MBD5,-0.326699768,4.686667232,0.000261247,0.000439789
CLEC2L,0.602038605,1.795524651,0.000261523,0.000440197
FAM189A1,-0.777178781,0.942116392,0.000264236,0.000444707
WDR35,0.844951217,0.820202801,0.000264283,0.000444729
ZNF530,-0.326746371,4.295957526,0.000264609,0.000445221
EFL1,-0.284314316,4.684155408,0.000266657,0.00044861
DOK1,-0.756813246,0.961614327,0.000268414,0.000451509
OXLD1,-0.278867338,4.90415429,0.000269728,0.000453662
METTL27,0.840779605,0.958302791,0.000271695,0.000456912
NLRP9,-0.811994144,0.810782275,0.00027201,0.000457383
WDR54,-0.352722223,3.658994086,0.000272146,0.000457553
PDE6B,1.383282508,-0.433763644,0.000273215,0.000459293
TBL1XR1,-0.205121759,7.176500289,0.000277514,0.000466461
MTFMT,0.336640216,3.763524506,0.000277814,0.000466906
ST3GAL6-AS1,1.336979588,-0.338431543,0.000278,0.000467159
BBOF1,0.72245593,1.204385123,0.000279058,0.000468877
DLGAP5,0.220867912,6.408872017,0.000279757,0.000469993
ZNF491,1.236167268,-0.085477679,0.000280887,0.00047183
POT1,0.307821802,4.755081595,0.0002811,0.000472129
ZNF250,0.472798398,2.511285527,0.000282129,0.000473796
PLBD1,0.223551128,5.958693312,0.000282261,0.000473958
MCCC1,-0.257810886,5.069446537,0.00028258,0.000474433
DENND2D,-0.652058083,1.55329987,0.000282662,0.00047451
DESI2,0.20454522,7.558993027,0.000283095,0.000475177
TBC1D31,0.329665106,3.868212909,0.000283904,0.000476474
SNHG19,-0.56823667,1.879060268,0.000284876,0.000478045
LOC100130705,-0.721728604,1.208746424,0.000285075,0.000478319
FAH,0.321125034,3.967472489,0.000286213,0.000480167
CHMP6,-0.288128288,4.727664923,0.000286509,0.000480604
HAX1,0.205757514,7.055322549,0.000287833,0.000482763
CLIP4,-1.07741054,0.217930301,0.000288006,0.000482992
RNF135,0.24281292,5.740738202,0.000289215,0.000484957
AK9,-0.311669555,4.108554523,0.000289457,0.000485301
CDCA5,-0.258942962,5.587011042,0.000289527,0.000485358
HEMK1,0.327286828,4.190159098,0.000290159,0.000486355
LRP6,-0.22123981,6.340664016,0.000290563,0.000486972
LOC101928617,-1.12481332,0.052268992,0.000291166,0.000487919
MTX1,-0.255318125,5.370823243,0.000292329,0.000489807
TIMM21,-0.256497943,5.209659505,0.000293398,0.000491535
COL18A1,-0.441649751,2.949591493,0.00029363,0.000491861
TFCP2L1,-0.196373397,7.186542836,0.000294385,0.000493064
ELF4,0.245444425,6.252184554,0.000295106,0.000494209
DCAF7,-0.227687127,5.947948366,0.000295355,0.000494563
PPIE,0.342317192,3.877650338,0.000296551,0.000496503
ATP6V0A4,-0.788840323,0.916750209,0.000297443,0.000497933
NDUFB2,0.24950935,5.128183566,0.000298644,0.000499881
MND1,0.407977105,3.163179966,0.000299755,0.000501677
LRG1,0.29175337,4.469394987,0.000300081,0.000502159
NDUFB7,0.224030801,6.673681915,0.000300543,0.000502868
OAS2,1.128507888,0.285888885,0.000302089,0.000505391
NKIRAS1,-0.342507354,3.854484059,0.000302248,0.000505594
TIMM44,0.245099193,5.766466658,0.000303139,0.00050702
SPIDR,0.270209502,5.163795732,0.000303445,0.000507467
C1orf131,0.245883766,5.344883951,0.000304382,0.00050897
JUP,-0.212715592,8.42246471,0.000305874,0.0005114
CELF4,1.075382094,0.214969173,0.000306749,0.000512798
TRIM6-TRIM34,0.909057368,0.848725554,0.000307866,0.000514601
MARCH9,0.407952772,3.347269269,0.000309723,0.00051764
IL17RC,0.332286362,3.807882492,0.000309983,0.000518009
HERC6,0.83510953,0.771322785,0.000311214,0.000519999
DNAJA4,-0.93908691,0.710653343,0.000312871,0.000522703
KCTD9,0.310574086,3.967736738,0.000313411,0.00052354
FIG4,-0.281746253,4.646509198,0.000315566,0.000527071
RBM33,-0.256183863,5.708246416,0.000316142,0.000527967
FTSJ1,-0.217483063,6.067089521,0.0003164,0.000528332
PLAT,0.576761321,1.880061243,0.000316665,0.000528708
GRB14,-0.75583568,1.022027808,0.000317574,0.000530158
USB1,0.255537978,5.128003233,0.000318364,0.000531411
VAC14,-0.227488236,6.018385911,0.00032035,0.000534658
LEPR,-0.254458472,6.141206209,0.000321533,0.000536564
FOXG1,0.640468178,2.022260011,0.000321661,0.000536711
TEX9,0.793333311,0.906576731,0.000323187,0.000539189
TMEM25,0.338800939,3.720666614,0.000323474,0.000539599
ZFP62,0.261668209,5.079277865,0.000324196,0.000540736
MST1R,0.631763429,1.839070199,0.000325661,0.00054311
EDNRB,1.215325797,-0.152289056,0.000326039,0.000543673
RPS24,0.222058721,9.573354903,0.00032715,0.000545456
CLCN6,-0.439195824,2.939617443,0.000328204,0.000547144
SUPV3L1,-0.256492772,5.170964141,0.000328374,0.000547359
LINC00294,-0.459788379,2.47087607,0.000331508,0.000552514
RPS29,-0.197958957,8.314977203,0.000332081,0.000553399
LIPA,0.438911111,3.022144623,0.000332236,0.000553588
FKRP,-0.287359614,4.773949441,0.000332925,0.000554598
RNU4-1,-0.802235603,4.862342709,0.000332927,0.000554598
PHF14,0.215367811,6.236877256,0.000339802,0.00056598
KCNE3,-0.353296696,3.734078479,0.000340994,0.000567828
ANKRD28,-0.216193972,6.101800731,0.000340997,0.000567828
TBC1D24,0.364892353,4.294656773,0.00034379,0.000572344
IMP4,-0.209195142,6.411605208,0.000343795,0.000572344
P4HA2-AS1,0.711946015,1.208257304,0.000344828,0.000573991
BAIAP3,-0.553940786,2.06999676,0.000345675,0.000575327
PPP2R3C,-0.458469539,2.665378496,0.000346104,0.00057597
USP30,-0.344882216,3.494335423,0.000348085,0.000579194
GSDMB,1.273950815,-0.323696106,0.000348801,0.000580311
MIOX,1.086688262,0.151011584,0.000350663,0.000583335
FAM174A,0.332268805,4.498973848,0.000351073,0.000583944
SURF6,-0.244669319,6.308616232,0.000351353,0.000584336
TOMM5,-0.243529891,5.640820166,0.000352169,0.00058562
TMEM229B,0.794434809,1.122432682,0.00035425,0.000589007
TYMSOS,0.893809128,0.548565458,0.000355223,0.00059055
SGSM3,-0.251776585,5.900433925,0.000355406,0.000590781
NDUFA11,0.21350817,6.779066595,0.00035705,0.000593421
PADI4,0.866987327,0.771615822,0.000357084,0.000593421
EFHC1,0.462964387,2.552789002,0.000360757,0.000599449
SLC29A4,0.906264123,0.532692574,0.000361768,0.000601054
KCTD5,-0.22432107,5.950345462,0.000364029,0.000604734
IKZF3,0.706496654,1.209443667,0.000364555,0.000605532
PHIP,-0.201500102,7.178064554,0.000365388,0.000606765
DHPS,-0.263134327,4.940997262,0.000365389,0.000606765
STAU2,0.292527175,4.46524434,0.000365715,0.000607231
PICALM,0.198216186,8.661848112,0.000367513,0.000610138
EEF1B2,-0.210104868,8.348015851,0.000368387,0.000611513
PHLPP2,0.27847125,4.450019049,0.000368509,0.000611639
UTP20,0.218862059,6.443267578,0.000369877,0.000613833
MAP2K5,0.392185043,3.197834807,0.000371681,0.000616748
TMC4,0.478040924,2.385918459,0.000374089,0.000620667
LOC101927967,0.449591744,2.561282074,0.000374908,0.000621948
UBFD1,-0.200976311,6.98199919,0.00037729,0.00062582
MIR570HG,0.539923792,1.934813838,0.000380486,0.000631043
LSM3,0.289417973,6.238463849,0.000380683,0.00063129
ZNF185,-0.398145082,3.383147083,0.00038123,0.000632119
HS2ST1,0.235091502,5.716572874,0.000382907,0.00063482
KANSL1L,0.328976137,4.086800909,0.000385323,0.000638745
SOD3,0.944434576,0.445847085,0.000385428,0.000638839
MGAT5B,0.311560403,3.879531678,0.000386464,0.000640476
AMY2B,1.293980961,-0.308048706,0.000387905,0.000642784
TXNDC12,0.227756244,6.438130807,0.000391038,0.000647893
DESI1,0.249603303,5.248232085,0.000393451,0.00065181
HEATR1,-0.185311648,7.906079197,0.000393938,0.000652535
ZDHHC23,0.276285687,4.595711178,0.000396006,0.000655879
DIMT1,-0.260822259,5.999584811,0.000397147,0.000657686
DDX20,-0.230739995,5.582899519,0.000397333,0.000657912
MAP3K2,-0.211884374,6.25709453,0.000397707,0.000658449
RIOK3,-0.221968664,6.184325561,0.000398841,0.000660243
TMEM189-UBE2V1,0.346228822,3.696008726,0.000399577,0.000661379
ELOVL5,0.224546736,6.70365463,0.000400411,0.000662677
NAPA,-0.477783054,2.725796536,0.000401093,0.000663722
FBXO10,-0.400363701,3.082708604,0.000404229,0.000668829
PSMA3,0.235178927,6.361788466,0.000404361,0.000668932
OTULIN,-0.223315131,5.781827586,0.000404393,0.000668932
SLC35F6,0.218607655,6.359060846,0.000404586,0.000669168
KBTBD11,1.297135229,-0.308528975,0.000408115,0.000674921
CCNT1,-0.201449109,7.033602766,0.000409048,0.000676379
TNKS1BP1,0.254417713,5.771032894,0.000412044,0.000681248
CRYZ,0.281549966,4.734310649,0.000414015,0.00068442
HAUS2,0.240130587,5.898156713,0.000414518,0.000685167
CSTB,-0.300586523,4.782487561,0.000419083,0.000692625
SECTM1,-0.511568785,2.294784393,0.000421646,0.000696774
LOC283922,0.566880202,1.909946365,0.000422334,0.000697825
TPD52L2,-0.20975344,6.415633571,0.000423193,0.000699157
TIFA,-0.306163538,4.25898513,0.000423608,0.000699754
RFX2,0.50019386,2.192670991,0.000426897,0.0007051
TRPV3,0.508788697,2.154258667,0.000431427,0.000712493
DDX39A,-0.199611721,6.920786025,0.000432566,0.000714285
KLC2,0.290877647,4.154425014,0.000433268,0.000715354
LOC105375800,-0.986435062,0.164466819,0.000434138,0.000716702
C6orf52,0.523985879,2.270837762,0.000440262,0.00072672
OGFR,0.265093057,7.117538903,0.000442593,0.000730478
SETBP1,1.014480323,0.139580797,0.000444811,0.000734046
NDUFA6,-0.267048718,5.16007225,0.000445215,0.000734622
C19orf54,-0.580219601,2.113970284,0.000446892,0.000737297
LOC728392,-0.802709372,0.890784916,0.000447474,0.000738165
NAP1L1,0.199546664,8.193598836,0.000450497,0.000743059
ILK,-0.207047138,6.579825902,0.000451465,0.000744563
MIR5689HG,-0.713959759,1.098748825,0.000451882,0.000745157
NARF,0.302486349,4.402636131,0.000453177,0.000747199
TYW1,-0.305888579,4.310902414,0.000454528,0.000749334
VPS50,-0.256741537,5.520257021,0.000455054,0.000750108
NIN,0.198597994,6.596374199,0.000455225,0.000750295
HNRNPA1L2,0.540706364,2.155502686,0.00045788,0.000754579
ABI2,-0.258518349,5.025053475,0.000458017,0.000754709
GART,-0.198200511,7.015489498,0.000459304,0.000756736
DRAP1,-0.22458078,5.824296969,0.000459879,0.00075759
GPR1-AS,0.254565892,5.048632729,0.000461062,0.000759444
HMCN2,-0.56352046,1.757155851,0.000463231,0.000762921
PIK3IP1,0.561620797,2.145223402,0.000465059,0.000765837
SPOP,0.246261511,5.129471608,0.000466402,0.000767952
FN3K,0.823169533,0.764221054,0.000467124,0.000769046
GATC,-0.263593059,4.890672103,0.000467359,0.000769336
PCBP1-AS1,0.352773819,3.500147603,0.000469919,0.000773455
SLC7A6OS,-0.326978525,3.883055975,0.000470156,0.000773749
PPP1R9B,-0.226518506,6.656928455,0.000471915,0.000776547
CHMP2B,-0.236399096,5.610057183,0.000472567,0.000777523
AHSA2P,0.336208076,3.685661661,0.000477151,0.000784968
THOC3,0.267738455,4.96665004,0.000478099,0.00078643
NMT1,-0.190534266,7.223874195,0.000479638,0.000788862
CNIH4,0.22445259,5.910771917,0.000479934,0.000789251
EDN1,1.254795655,-0.278238137,0.000481434,0.00079162
TTBK2,0.374884635,3.265573555,0.000482951,0.000794016
ANKRD49,-0.363404708,3.586190463,0.000483635,0.000795042
MAP4,0.23711526,6.445011713,0.000483905,0.000795303
LINC00200,0.226626526,5.723582261,0.000483915,0.000795303
TANGO2,-0.266344791,4.699917692,0.000486019,0.000798662
DBR1,-0.274825245,4.543465474,0.000487051,0.000800259
GNB4,0.210045054,6.795904468,0.000489722,0.000804547
ENKD1,0.435355298,3.392234897,0.000491064,0.000806652
CCNL2,-0.2533763,5.185732784,0.000491429,0.000807151
ZNF414,-0.497206423,2.249102177,0.000497176,0.000816489
ATP5IF1,-0.253073638,5.628737718,0.000501224,0.000822967
MIR31HG,0.465060624,2.712989083,0.000501245,0.000822967
NRM,0.594617697,2.558312067,0.000504224,0.000827755
USP20,-0.239161143,5.609492583,0.00050509,0.000829075
ZFAT,-0.29455814,4.419185149,0.000505991,0.000830451
RCC2,0.185810549,8.135769877,0.000506187,0.000830669
PIGT,-0.24327492,6.854549085,0.000507486,0.000832697
FAM92A,0.509584412,2.374985936,0.000509998,0.000836715
SLX4IP,0.311437115,4.197843582,0.000510464,0.000837377
ZWINT,-0.203102384,6.930537299,0.000512912,0.000841274
PARP1,-0.193878194,7.65790223,0.000512967,0.000841274
POU6F2,0.394142302,2.95519754,0.00051447,0.000843634
EIF4B,0.198806816,8.07915005,0.000517456,0.000848425
